,SID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,dohyung,-8281.130508347665,-978.7309264920241,22.828719224998437,-54.10856262398286,-531.2805995995644,-203.29634210382608,424.8712654881213,-236.04814493483613,-265.9490591292219,-41.83910360126937,388.6578502244152,-93.20404891112258,45.692586111001376,-151.67293171530184,630.7481769789107,-371.55673010747745,1448.9419342646388,-517.2978068693303,-422.61108423649233,1604.1674422008603
1,dohyung,-8066.945236917361,-778.2700957708226,633.0774239329264,50.85621565936065,422.9533667632805,625.6848814631479,638.8305020468505,-308.26683370213794,-220.2436261114161,-64.47041608487764,444.4587350114619,143.14489880741243,183.54084018282586,-1245.6357509345812,901.517416506209,406.75386783990825,2144.7420711022824,-625.1736447232701,-25.211656445320255,1857.3726757446746
2,dohyung,-6049.175845206191,238.2756485456219,2971.271704511909,523.5798759893718,2711.6885215974694,1459.0639597519064,-321.567796846299,-441.4000292143411,-530.173542033164,1102.0898031299325,-1395.91243166281,-1031.536068664969,-441.30435423799764,-541.8324592521753,-274.6131096911232,-150.50387480861497,-535.4507502443732,-212.6650940414077,-270.7107928615609,398.4253711772601
3,dohyung,-7519.242835742926,95.93464632415402,1647.0090835496133,479.28818605415404,2675.4524678483394,1502.9066842114294,-216.79483806786038,-499.2880432835273,197.20379803298007,99.77563276693601,-469.1650749958192,-381.1868539508136,-25.830787786199437,522.744938489417,-79.57897399240228,118.57146573833153,-1066.761383631245,537.9953186240026,180.55648510000788,-1383.0303475829373
4,dohyung,-7399.460864552236,103.30804136266731,1775.2885046553076,465.30776962728805,2907.109077985233,1163.0834884345566,-199.87670231737795,-441.33934779186416,107.41945110765839,64.12172684034911,-719.95118051279,-696.4656230071025,-171.89281406201204,779.9843731312507,-186.23843847108807,-97.4310220254569,-998.2124693118102,406.3270934049276,-25.48647008939389,-1087.5571943610253
5,dohyung,-7390.312968391831,-72.6140023996802,1559.155215046095,180.23141837588878,2982.6273332324167,1309.3742587302427,44.73821552586576,-452.798251466366,441.5153434254836,170.10361549980212,-383.85647175912,-237.47063089918288,154.4581183672595,600.1830208723859,-337.1197186692375,-338.26149840803333,-91.19185699774708,106.5393651258328,-69.32638170480865,-429.1789633049281
6,dohyung,-7642.137164438018,92.48599418090265,1631.4084637947358,412.4697886446176,2658.722084067091,1673.557893916462,-153.73095811360142,-700.1436476617966,136.94441290203872,103.12029674535705,-427.059104037194,-344.7905082796378,123.81238026155464,286.32362674534784,2.4283830707353697,77.55187507047494,-772.1491444155293,397.4724349395191,116.90629077686715,-1025.7455049459793
7,dohyung,-7361.816965280386,158.48077799557822,1896.2026749856122,627.3450872229404,2706.307474975312,1421.3463668091886,-470.31301978941747,-519.1081016903117,-23.056645085473303,582.6838583605991,-1074.6109802274173,-855.5621428663851,-208.65023192775058,88.00434599615024,-383.21894231264434,61.64100004377231,-843.3026617664472,184.68785930334576,-191.28989600068945,-942.4426970431911
8,dohyung,-6844.928403982698,181.88789566779377,2320.7449056050773,455.6833923100463,2809.2585508715956,1021.4137869666965,-201.3986388840505,-441.6588238345535,-261.74911109351837,815.6822969234709,-1738.654882744958,-1096.6274731279334,-417.54643240556936,-709.7939632211114,-473.1186038581972,258.46153041073154,197.92333842098583,-774.9347998770552,-521.8729716335451,533.1774320811273
9,dohyung,-7425.685686167252,76.71847833966252,1979.2228494280262,542.7415721571862,2937.0287608539606,1571.9348233196718,-310.18823994555834,-619.7440692659347,-115.86004471971854,455.7069391467314,-1277.598271688491,-1015.6872316522954,-231.56359295359027,-346.87687396519095,-350.43699303285325,162.98798353849037,-359.74711338105965,-261.2499447772613,-337.2353630704205,-91.41588865020525
10,dohyung,-7343.420153550378,89.2495470667353,2092.3651543448436,604.8490425001143,3164.9425936409802,1439.727100768343,-296.7619268590838,-595.0931592604536,-136.85578752505072,584.3337752238474,-1236.7052317992527,-1032.805120086939,-210.7124730844129,-109.54256505670489,-423.7711686625937,66.19258470664826,-603.1437317307856,-61.187028944051725,-285.187735584288,-434.58844956559324
11,dohyung,-8526.604941439477,-496.8120012001499,-156.95971268509783,270.18332030865866,920.8737315956442,402.51649075945585,136.07599954882537,-459.8495105204005,627.7988743665605,-949.1605997900064,1994.583855570545,1063.6535106248286,497.57915975341376,1198.4432937487386,106.30354952179783,-360.9155621827262,-303.71971857449535,452.16687162354555,294.7201242570055,-298.5951175525365
12,dohyung,-7794.402223776157,-443.98479301818264,1107.2549980672427,241.26873963176524,1104.8715479220054,1435.6230194679006,536.9633796459636,-303.77018639294465,-219.05407107263335,29.934407325625664,117.76473619738482,162.6785088345344,297.29506469576023,-1532.508900181029,858.8885246619229,587.3854662657993,1886.4523217835779,-31.827896262514408,232.6451292931746,814.8890526900764
13,dohyung,-7308.086570618757,59.01734660097054,2143.0843396177765,596.8342997302191,3183.5370031128573,1485.0946705524489,-223.8135264619362,-639.452608821851,-257.8671294632071,523.6348488944717,-1254.3201957230895,-1056.8339200891037,-165.1145886889301,-133.26663436376157,-353.9425458286637,33.49709182019949,-657.4436500000849,-12.442666462274069,-265.94327703621724,-315.26031049754357
14,dohyung,-7878.919257738343,-111.20625160796293,1415.0451808176783,501.7491647271509,2837.6923434121877,1342.8821673129269,-12.981970051690258,-765.8473386977806,156.3682083651595,-213.69525134102187,61.53901948449975,-137.55649085957438,278.09785269997644,483.50038992324903,-19.841457812567388,-34.5650884022013,-413.75826383953756,348.0441951022879,173.53501002704408,-621.6777151879094
15,dohyung,-8272.453850887689,-272.8700899148269,615.3368111025563,396.5594176415421,1922.1411999654615,1097.736341579689,109.20502914433429,-586.9638892887036,456.7019052057374,-695.2870333360628,1233.7508671575838,677.3768840102284,455.28944268887614,655.0878906444503,66.35121590268034,-114.40864584894976,-194.05308888207946,513.0770934615841,358.9717784426202,-340.08988095096913
16,dohyung,-6897.061428382849,107.4755511475789,2460.375980421385,513.888043291417,3087.232079393398,1503.4599610681073,-6.520641381210419,-793.2739640105981,-476.913414242634,602.5098090178235,-1554.9721386498368,-1047.2203932654847,-194.40039389097996,-499.1756816537164,-295.04310668186855,9.45381329043277,-439.5752510381275,-323.1944465219758,-456.58412686594664,689.5750014403379
17,dohyung,-7676.347244788228,-368.0341698880514,1172.4973391129145,-33.685151688229354,2041.138768831564,723.0283344208652,333.0356998047591,-721.6858745452071,322.01404732973816,-715.7124046560468,1116.8313583046581,622.4214456540446,631.8135426840648,1102.0188935706942,371.36051452139054,-617.823285911721,713.8976455501805,-270.9448376464463,415.6173370441393,1059.7728191637284
18,dohyung,-7956.7905721628385,-953.6550782760517,-1510.1941332936856,174.8719023596084,-1883.5107111220343,-575.5127660220097,343.77190533767737,892.7459451236348,-481.6964759638875,133.44055171367157,-388.89029872249455,570.4008555115618,-224.40089874362377,-1772.1919373156934,401.0612095515519,1577.4074824669406,-618.8121572758164,529.9632621328041,733.099059554536,-1061.8940567976285
19,dohyung,-8688.124429708227,-1137.8366289325709,-1670.4992774014927,164.16446212042825,-1693.0837344481226,-1298.4463602281517,109.97943927920133,412.5116266117194,146.06804761499393,-185.6337651931499,987.4615446104694,435.33185469465644,48.776757719960095,237.36842859849725,-93.22623715437754,33.59461206628283,-422.5118947290908,-333.5917509220583,-475.1628903722167,134.16083676145905
20,dohyung,-8140.933667546709,-379.0149674913264,551.8507006213313,256.7213620473015,1579.1513464891873,822.1308286305399,342.02188199694075,-631.2729284801643,463.8620928983661,-1003.8001566155234,1834.2028707339482,1055.6127816628498,685.295435182631,1079.3359733907137,230.23580837145727,-420.78558378785516,87.78219514192833,392.9920981069485,531.4118375322311,231.2499993879181
21,dohyung,-8302.27745327881,-536.8654023307656,-160.04410715814075,184.54220470159908,780.4045578101759,-51.763420450176575,240.30941645987667,-380.8000210235422,642.5258095802,-979.2684632807014,2256.6055676067776,1136.7367482950758,620.1820624894292,1625.0075799700073,92.25962195878719,-799.9148418472365,-63.75478592390817,51.222639271778476,191.1915044619994,133.19157088637712
22,dohyung,-8610.481786244309,-977.418890515434,-1230.2862119005092,236.84449263379432,-1431.3698252142315,-856.7573375703025,191.16954130476927,55.46642147902416,66.5318309687939,-443.0433856151292,1404.058899188064,874.2419724039137,124.47380605407308,329.5158277111574,-37.38999280747845,275.6428149881704,-937.5552294261742,-11.363958422301776,-62.564254865802525,-71.48259040608252
23,dohyung,-7966.40527147163,-614.1492190284608,1145.798654931222,47.37421059120365,1563.2845700972498,1157.0876671245558,382.7063631108491,-474.14030782733266,-27.752108370962254,37.86958106677256,214.90069075572745,115.00420720469714,294.2687013443046,-1014.5380475427103,744.2970747904928,280.4788165424999,1963.8476423737736,-312.35308204363946,184.07958072949353,1068.243454084516
24,dohyung,-8530.992456472044,-967.1389912488572,-1610.3930200443133,297.74086530172883,-1698.9740328532846,-964.5231592817789,264.8712490981858,673.7583901534028,-26.96991086075402,-65.73611764404076,697.9907000041371,759.4865390945436,12.958038858771413,-1272.5671323668826,50.62199556679002,1201.6451275917675,-556.761412367205,-195.88947893136543,-73.78053500352067,-382.4830793524367
25,dohyung,-8557.15899397903,-823.5619136529883,-1153.8693126712587,148.09251118681584,-716.5615172967338,-829.3636071862769,229.4913230583904,154.89318265612874,639.7380569131024,-407.2560512759695,1780.2455750800582,851.065714458346,368.70332414169445,820.0708532908823,-152.4543775901535,-401.76545503117234,-134.0185397523455,-430.2457585274983,-511.3700204128509,338.96428278790546
26,dohyung,-8066.561160758601,-1649.124285535069,-2419.067314238094,-176.2857300027657,-3116.359138542753,-2269.140879040795,-402.0364569301327,919.021054082421,-522.2652806673323,391.4333507503204,-1590.63076282111,-1122.9071450218114,-273.0661329772914,695.4419004802144,-285.18265102015863,-1166.6029612375562,370.0572643145153,-108.13993484913094,76.88966335870796,149.92726318540025
27,dohyung,-7769.4779955619,-1511.1890409443058,-2397.9305765761374,-256.58222855650894,-2661.303024657949,-2192.678355915445,-752.8734746520449,182.28402021122926,-168.15108116183856,340.25777801943383,-1564.9060058206328,-1689.58289728122,-165.02697038472624,2893.2274849407236,-496.5505363976761,-2476.3983360695265,-325.3930769155231,369.97105081946404,106.95897082007002,274.2175097341308
28,dohyung,-8416.787568969547,-456.62350829858786,-39.88599910645995,390.2065746618254,674.083852184269,530.42812150666,349.48312818189163,-488.2622378386574,500.22199654045016,-811.1710967811697,1905.1600782906703,1125.885067563556,524.5737035437613,611.059407616424,143.499929967705,-94.80016559627967,-110.188974091131,232.73474860985834,349.0158326585277,280.2883785857774
29,dohyung,-8292.018222741752,-1173.6708047330333,-1759.974900221384,75.82346124979894,-2522.1690693653723,-1231.0090786375986,242.01894556358465,955.0302508115175,-339.92616055563616,320.6769397370671,-304.69048798195416,530.9861676404944,-295.66350814971906,-1786.2876763824504,267.7210698169244,1481.057227161216,-326.2211676400724,165.0165111938419,247.61679823591905,-528.5122599915705
30,dohyung,-8423.593388500518,-1482.2908482638252,-1695.2529526917838,-34.503906338389896,-2668.2055831570806,-1839.366254370129,-123.67577639441083,468.21822761798325,-417.3633229631303,179.57756806417913,-268.0413985473417,-344.9941732111759,-128.90983361097054,1029.4936841481244,-170.91591728037855,-681.1244683981298,-743.6712945716895,158.60955606004958,84.4368350080729,-191.02640175707464
31,dohyung,-8567.057892210605,-1331.4664010180888,-1861.9793250788055,106.10532552752365,-2502.844174910394,-1609.7431252874098,167.49528200667007,850.5778893149231,-243.98861163893133,262.2933633628414,-40.58536531485579,285.78735817173515,-182.14126407120483,-1056.1516589597163,44.193408695075284,792.1949582714836,-240.4759112279849,-144.90174501238596,-170.65293867702286,-161.8834262630424
32,dohyung,-8478.453181848245,-1153.9101917055514,-1630.860719992511,205.2139424538189,-2426.870456557187,-1192.910787997541,228.70823469155343,832.662943468109,-342.25676273643427,202.5328287074903,-46.58421193302927,587.905296141727,-280.4544091115227,-1693.013455562774,224.36331869003766,1467.4468697575685,-408.65620675553396,55.495650010002635,125.38560011295756,-370.7960142676418
33,dohyung,-8263.287538030921,-1297.502098781638,-2012.5454278360112,-43.56090575035637,-2928.1771549954447,-1579.5153617661927,-64.20654755688278,842.2191489251736,-523.3822771849547,380.1284765499029,-1014.5587754002152,-52.91860494686375,-403.07858932307585,-898.5420105846885,140.4724785521235,560.1907835337838,17.69065743207392,256.62679008720545,275.17158391091806,-302.9301728568232
34,dohyung,-6568.208912886123,-326.4694106063215,2534.735324184384,139.51120469493495,2838.6428041515433,1418.9325412693183,9.077345903122435,-533.4868846686317,-447.82598969504437,1290.0318976287842,-1528.5049470342196,-1014.9004049713404,-418.00140237229425,-1006.9803503021415,-155.35346183496407,124.78077508687431,478.7059816901584,-425.00647851144157,-606.1578301745084,634.8098222709497
35,dohyung,-8049.936993893154,-1679.8488068035658,-2166.778105615162,-233.36761295673918,-2877.941721424501,-2226.492395178986,-512.7778684203786,551.7113833790266,-121.82036731489093,425.73545868551076,-1601.7740175520205,-1460.0205832713827,-235.84772892996898,2217.596440731463,-453.00722483034883,-2170.028841717508,202.3810847648041,54.57138331643873,-24.51243326583664,471.732761142886
36,dohyung,-8499.681614453402,-990.7270957515639,-1611.2905497581994,64.96920001294347,-2388.608064653582,-1185.0005748054687,209.51997654366505,753.5600093679299,-223.71910622549322,218.8984620462389,123.3769661765106,628.9502008519643,-190.74611913710388,-1406.5531847640618,146.72125181854352,1208.9879057214673,-292.5423244960497,16.98400010354856,-79.71406471239428,-191.77183973044845
37,dohyung,-8379.453976595298,-1374.0617643118405,-1984.2384386244105,-76.0029569465338,-2859.1689692436285,-1820.3621359746364,24.298947447393516,998.4225584727427,-274.69400940028055,483.45169004362305,-610.5303920911697,-233.9669015828523,-215.31821809579907,-487.54294893871656,-130.18322358751968,56.27653967114052,94.97901708858979,-233.40608553235424,-125.28931198525585,-22.2222538009652
38,dohyung,-8034.935405073391,-1490.6679443108328,-2135.9581263647246,-234.21314123966923,-3039.9023402474163,-2025.1922263553972,-449.6455474686461,984.0482980700791,-115.43269648996753,572.4163610424648,-1510.2568224535469,-1057.4617679360697,-231.57591422011166,971.1733433970063,-421.18618482361904,-1368.4879258342842,717.4601069405693,-281.5497125448605,-148.55394399720925,372.63865187944066
39,dohyung,-8421.072758051523,-1094.6695849786447,-1728.9493503218337,-26.200066120320724,-2896.728066269204,-1348.2995809790427,-21.268546815629943,874.6025262686459,-441.31732293748007,413.696460557,-415.9153960068898,118.09917391231984,-279.48587336098075,-1101.270400463993,51.61527261936088,845.7402373191303,-64.59093682259078,-76.39790715796853,117.04037942560618,-96.69489414611928
40,dohyung,-8180.610000078516,-1280.1039326195994,-2116.1738862255866,-197.9023374488862,-3200.6863738446878,-1822.4635093726063,-481.2343572892283,574.6268612655705,-596.0838535300502,361.7077315334233,-1397.0383944450332,-1092.2662202952092,-359.39905847860234,1022.7014053839727,-280.452423172319,-1095.2641382528736,25.768851000667777,135.13727707875532,263.53838184703375,27.63143681733535
41,dohyung,-8464.613235781922,-1064.4698325053662,-1647.3978018949713,-93.77206643280111,-2778.573414861626,-1394.294026773409,26.482797260071976,737.2411191835168,-365.06392793641186,364.3204133162748,-61.319974308435505,92.62454051728625,-222.4973451907436,-508.97001347870724,-68.82597661195099,420.02315749420785,-212.12206737018093,-180.898463497265,-187.322573716566,68.9438723016528
42,dohyung,-8369.794293646815,-285.95334006373815,-376.6800350736394,-114.90360454103104,67.45676391700529,-147.26271631633915,303.2638334206084,-164.27409625356756,756.5355048999737,-430.44447982546603,1876.0909652233088,590.2396010440187,317.19251723100587,1724.9775608452394,-27.833017466430178,-879.2683313102834,80.70659758073283,-71.45407821977854,-265.75052904772286,40.54981617932849
43,dohyung,-8406.413584283066,-778.809530196658,-1531.9471775822747,-126.03590046061996,-2313.145005556291,-984.3464335267688,203.9217842660354,774.5710445800747,-110.42484784576762,283.9840317587863,303.1260283919475,602.3294543366318,-150.18840470469263,-1305.072558049576,49.04827537041117,1126.0230557741236,-181.47549620203256,-74.28819005873258,-262.7302948115339,-179.55441578886968
44,dohyung,-8526.928378119872,-527.7125776323571,-992.0529719838765,-36.47984169799936,-1296.088283517872,-502.2615259075998,177.0489130581925,109.40614218658607,283.49869403142304,-255.38657417911807,1496.5770975371947,791.2655276298235,127.41461746056297,471.5698287993193,-103.4188968890649,23.016464867359655,-390.8263197505542,-61.57512413122919,-370.80630239491234,235.36705647334352
45,dohyung,-7966.870688173969,-381.52371041311727,1076.7540474938628,154.3961093910926,1883.8189158732366,1315.0154380666545,226.53114056773035,-349.42218984155414,268.8233519575444,58.19818986091614,189.47185964120965,212.9064678384002,206.92789620443955,-931.4425740412589,434.6128305156644,432.6033492238677,1105.7088416893869,68.30899087378211,291.6765655726036,-73.72439214537431
46,dohyung,-7825.685017171452,-385.17883043306983,1229.302378937006,162.70236726192286,2014.6793032116407,1462.1585335633117,319.60200912544565,-307.39357404329735,276.6114982986856,135.19713749183168,185.46402371684434,239.4807388390147,235.35524812445317,-979.7030843029111,356.5682819912644,407.05467986866097,1015.4335530173798,-38.38451238654058,229.1336226789924,78.73701168439405
47,dohyung,-7135.777033293686,-87.65825998562956,2059.1567413174607,246.65840461587595,2965.702472101384,1676.5382940934635,86.3290999005322,-555.7304641272882,90.90815602615909,589.1546680362005,-596.196344088112,-513.8707071413354,34.714115681003385,-192.2920546534025,-184.89157606932534,-149.07969183905377,54.5217846889264,-76.92448350256066,-285.53395124149426,77.67103595222369
48,dohyung,-8112.656881502941,-226.58408855139885,472.23765119131593,280.74883401609844,1486.87631224105,1024.6392650192997,56.3499419242739,-483.7379411149452,524.0575743148979,-593.5676780192013,1298.7816451106382,731.0952201809811,298.1280158849553,717.459993197517,254.3104164064203,-20.17683927837335,-417.6418530205831,774.5192755997681,583.4951315514768,-873.9662508284797
49,dohyung,-8118.483379752824,-428.79931691774624,495.12761390223665,123.80139352210293,1536.8429307681272,985.5432974927191,296.10000356708974,-357.95700960258813,700.4261237581659,-604.5490546858874,1636.0370809013393,910.9784820903783,432.6096033882433,649.1253979987812,76.31758500429478,-289.031387181482,216.71215913129961,243.71658418840374,338.64471743983125,29.206894275548883
50,minseong,2097.3651782632696,4304.194434405294,-1728.1594685450252,-715.9157342394826,499.46643646995227,-892.0187271842393,1202.5957155068165,-1676.2293975325506,-560.6523084373838,992.9716880119344,-554.0055075143625,1125.6566466833103,-459.1033020989645,361.95533996099743,-401.9111585235225,162.38252134130857,574.4466554060938,399.2396246331655,288.17023092851196,-308.3596401184181
51,minseong,1887.8739559238395,4486.193537839565,-2031.4066446904003,-1146.1976255007917,860.5829881191139,-950.9535438751243,998.889103405651,-522.6947484841165,-383.0510549735472,262.11225613628517,-387.74944405611274,1208.05519954486,321.4083649343673,-16.764921702413798,-793.248397639122,-294.7565434460291,295.9897298388757,1054.5694927607733,-484.1371541007006,-161.9027208853879
52,minseong,1686.5509309322874,5047.588195061161,-1814.1590697050547,-978.8143523596361,961.7675983343372,-797.1160905537682,352.0087617168434,-101.67191734639948,-645.9251217482613,-507.45426557503555,381.6316105029883,-559.5629445202801,-280.89230153404236,-337.08966690158957,-385.025363353404,-87.06485505256713,189.8112934759153,555.6097939158163,-166.11653117994953,-535.4261694344094
53,minseong,1676.9352541075652,4958.562476136616,-1635.8621655998254,-475.94967126092746,716.0179991927674,-453.1307052049507,-13.979011904510749,179.729754516706,-856.8604714921158,-838.1051197262768,807.9812749960937,-809.7032760372582,-217.92947351537853,-325.52409813791485,8.503172072332616,-161.58853649867098,-453.8060910972942,353.9299594643323,-889.5121478316524,-472.73586559142666
54,minseong,1725.5933727708964,5142.008947772819,-1523.4406425267491,-114.67335046476585,583.6067815549136,-347.16321846984107,-29.289749046825154,-50.25772444147572,-979.4043988658361,-568.3590664247106,934.9345586877204,-1143.8989529510666,-622.1821012362703,-398.5322345888109,112.14969010492996,-117.27084928357188,-247.03257126554522,134.98272511264042,114.18031464256552,-541.8576222277331
55,minseong,1678.262441014514,5047.482861787545,-1446.662172385664,-2.7566869318807967,182.07363324226682,-100.43823082947654,161.6204202358899,-710.6146164628442,-1490.8468170035464,10.06228243538393,747.8801886626975,-666.7027894310722,-908.3079273289469,-304.25092652282325,203.67684188815485,-466.806687677662,249.6567761058692,-255.52690911184752,667.8985202148828,-355.60776535757924
56,minseong,1534.8758251632623,5057.242297790528,-1627.5141092531528,-652.7535898225944,779.0197503254595,-556.2198787261267,102.97960953366285,-100.78229191861908,-951.5558563966379,-641.5934869144837,613.588771123996,-1192.9567603213086,-601.5911573595448,-566.8868951062232,2.864040304163524,-180.19628024446828,-18.1181137388276,84.34835099496651,295.7809167753367,-485.8492458527752
57,minseong,1512.0878585907483,4934.042310766361,-1510.9333519917122,-265.6246901142866,303.857966305466,-197.26916015869972,109.03868271986606,-628.0900815372,-1381.4811423311637,-23.857312871691153,837.804041274521,-977.0976024496922,-939.6592886229649,-391.86595730304344,168.2104627929159,-371.7991884850053,349.9251593106981,-271.37235301191805,807.5100688068123,-395.94671900122444
58,minseong,1606.6000459108093,4868.697512033179,-1341.080781967038,58.17764792703022,227.45604227465518,-68.63629490735329,-12.68297655101797,-595.441361243627,-1256.7068589593114,-0.005865570233307693,987.0922797492332,-1252.0071506785155,-1015.144060234406,-353.8166423085899,414.5926939199298,-250.2806551717333,206.33808330885842,-596.8557996568215,1139.3984928769705,-305.84882966405013
59,minseong,1726.4333400452244,4891.702685832461,-957.433592484684,1152.5562411154876,-422.18718845726755,719.6917033247421,-488.9278631900136,-315.63780959150864,-1245.5673711614836,-126.3010761932282,1133.4679010792477,-1066.6851813881274,-913.8484471713716,-185.66214807111388,999.3217865096382,-282.9717902584709,-350.239568014456,-931.3693850791574,1123.0136900248358,205.04458586262587
60,minseong,1730.3054808701415,4627.427760939412,-613.1000157377141,1715.6377725402726,-1085.7087498458761,1440.7155463616095,-734.3625725628551,-486.8708776441401,-1088.1564297314499,181.58256988170265,697.7665879372335,-490.56200709574273,-638.036912258411,98.35700850180334,1185.5992156885484,-389.4162046194554,-299.2200728385876,-1076.9522068730603,938.2934730579639,495.68280138743677
61,minseong,1817.409081270167,4700.532521061802,-643.3096756714108,1646.9883679081972,-958.3821841010288,1066.453510552043,-666.3972900986942,-292.7953244776217,-565.660309822847,-183.55379652950896,384.6994545062878,-587.9146817701651,-507.21138480923594,-155.43839056322133,1019.8413425021646,-410.6489762381799,-545.9384965804694,-1011.1234503269909,830.1018227906065,681.4813532072085
62,minseong,2027.216231197912,4616.930341480854,-1867.0991317480407,-808.4175495240952,630.1714002492041,-864.8663549232815,1110.0614833276422,-1145.936511683386,-656.9443365701712,659.3431313242568,-390.73437131416966,1125.2638113341307,-246.52808807527705,151.36827552077574,-638.6947368682755,-168.74290638699406,597.8948920019438,747.1861074714565,83.47822808030021,-381.83006724737345
63,minseong,1802.490508975189,4382.833679693743,-170.62165569078073,2501.833431105885,-2206.9891132927,2039.5411146974104,-1877.0442910099678,-312.44684190639873,49.81817466191693,-186.53669196000797,-29.586310699585194,-211.05337917513154,81.40436803279442,281.16716647175434,201.02328387275168,99.37800824158884,-171.1649951667632,-56.37084366010703,292.09516649241317,575.422955232522
64,minseong,2012.8417880938198,3920.261892719942,81.32237066639897,2915.0674308753196,-2734.3716653251813,2090.717990625834,-2629.7342665480824,-179.79959544972087,409.70314427696366,205.56933420327925,443.2834774155351,-849.2582789493127,159.55017573022823,778.805955398233,-363.36486053741504,1119.1569050097185,274.29484640786734,813.8381362615733,291.69198750299864,470.21680429421804
65,minseong,2065.231455105734,3566.1166770998125,257.08726839512235,2994.61362441771,-3060.7224498054998,2188.6659375379104,-2970.304748003522,-176.53049933333648,468.7179846767397,352.47392236179235,526.6287903703601,-825.3138545512353,323.0712791928324,972.0361716218176,-523.963889246788,1446.9752531715603,462.37043777129793,1152.8272633106847,177.53272126501446,263.672366725382
